Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomePPG,AwayPPG,HomeFormPoints,AwayFormPoints,HomeFormGoals,AwayFormGoals
E0,2019-04-06,Bournemouth,Burnley,1,3,A,1,2,A,M Atkinson,10,11,2,3,12,16,3,6,2,3,0,0,1.625,0.8125,26,13,28,16
E0,2019-04-06,Huddersfield,Leicester,1,4,A,0,1,A,D Coote,10,18,4,9,13,11,8,5,3,0,0,0,0.5,1.3125,8,21,7,21
E0,2019-04-07,Everton,Arsenal,1,0,H,1,0,H,K Friend,23,7,6,2,8,9,9,6,1,4,0,0,1.5625,1.3571428571428572,25,19,23,26
E0,2019-04-08,Chelsea,West Ham,2,0,H,1,0,H,C Kavanagh,16,9,7,2,8,7,7,4,2,1,0,0,2.1875,1.0,35,15,32,14
E0,2019-04-12,Leicester,Newcastle,0,1,A,0,1,A,C Kavanagh,12,11,5,5,6,10,2,3,2,3,0,0,1.4375,0.8125,23,13,21,12
E0,2019-04-13,Brighton,Bournemouth,0,5,A,0,1,A,K Friend,8,14,1,7,10,6,4,1,2,4,1,0,1.4666666666666666,0.75,22,12,17,15
E0,2019-04-13,Burnley,Cardiff,2,0,H,1,0,H,M Dean,14,14,7,2,7,10,8,4,2,3,0,0,1.25,0.5333333333333333,20,8,21,9
E0,2019-04-13,Fulham,Everton,2,0,H,0,0,D,L Probert,12,8,5,1,8,10,7,3,2,1,0,0,0.9375,1.125,15,18,19,22
E0,2019-04-13,Man United,West Ham,2,1,H,1,0,H,G Scott,14,18,4,4,14,5,3,11,1,1,0,0,2.1333333333333333,0.9375,32,15,30,14
E0,2019-04-13,Southampton,Wolves,3,1,H,2,1,H,J Moss,13,17,6,2,13,8,4,9,1,3,0,0,1.125,1.25,18,20,20,16
E0,2019-04-13,Tottenham,Huddersfield,4,0,H,2,0,H,L Mason,22,7,5,1,10,12,4,2,2,2,0,0,2.066666666666667,0.375,31,6,27,11
E0,2019-04-14,Crystal Palace,Man City,1,3,A,0,1,A,M Atkinson,7,20,3,6,5,11,2,9,0,0,0,0,1.0,2.1333333333333333,16,32,13,28
E0,2019-04-14,Liverpool,Chelsea,2,0,H,0,0,D,M Oliver,15,6,7,3,5,9,9,2,0,1,0,0,2.75,1.75,44,28,46,23
E0,2019-04-15,Watford,Arsenal,0,1,A,0,1,A,C Pawson,11,19,3,6,12,8,6,4,2,0,1,0,1.7333333333333334,1.2666666666666666,26,19,23,26
E0,2019-04-16,Brighton,Cardiff,0,2,A,0,1,A,A Marriner,14,10,2,3,11,13,5,4,0,1,0,0,1.375,0.5,22,8,17,9
E0,2019-04-20,Bournemouth,Fulham,0,1,A,0,0,D,D Coote,15,17,5,5,11,18,3,7,1,3,0,0,1.5294117647058822,0.1176470588235294,26,2,29,11
E0,2019-04-20,Huddersfield,Watford,1,2,A,0,1,A,R East,13,11,3,6,15,9,2,2,2,2,0,0,0.4705882352941176,1.1764705882352942,8,20,8,24
E0,2019-04-20,Man City,Tottenham,1,0,H,1,0,H,M Oliver,15,10,4,4,11,11,4,4,1,2,0,0,2.823529411764706,1.9411764705882355,48,33,55,33
E0,2019-04-20,Newcastle,Southampton,3,1,H,2,0,H,A Taylor,15,15,6,3,5,11,4,11,0,2,0,0,1.2941176470588236,0.9375,22,15,19,16
E0,2019-04-20,West Ham,Leicester,2,2,D,1,0,H,L Probert,11,11,3,5,8,9,6,8,2,0,0,0,1.588235294117647,1.411764705882353,27,24,27,25
E0,2019-04-20,Wolves,Brighton,0,0,D,0,0,D,C Pawson,22,5,5,0,0,8,14,1,0,1,0,0,1.6875,0.6875,27,11,24,15
E0,2019-04-21,Arsenal,Crystal Palace,2,3,A,0,1,A,J Moss,12,16,5,7,15,12,8,3,4,1,0,0,2.588235294117647,1.3529411764705883,44,23,39,26
E0,2019-04-21,Cardiff,Liverpool,0,2,A,0,0,D,M Atkinson,7,17,2,6,6,5,5,10,1,1,0,0,1.1764705882352942,2.235294117647059,20,38,19,29
E0,2019-04-21,Everton,Man United,4,0,H,2,0,H,P Tierney,15,7,8,1,11,7,10,2,1,1,0,0,1.6470588235294117,1.7058823529411764,28,29,24,31
E0,2019-04-22,Chelsea,Burnley,2,2,D,2,2,D,K Friend,22,6,9,3,9,4,10,1,2,1,0,0,2.235294117647059,0.9411764705882352,38,16,34,19
E0,2019-04-23,Tottenham,Brighton,1,0,H,0,0,D,C Kavanagh,29,6,5,1,7,13,6,3,1,2,0,0,2.125,0.7058823529411765,34,12,31,15
E0,2019-04-23,Watford,Southampton,1,1,D,0,1,A,M Dean,15,8,4,4,10,14,3,4,5,2,0,0,1.625,0.8823529411764706,26,15,23,17
E0,2019-04-24,Man United,Man City,0,2,A,0,0,D,A Marriner,12,8,1,5,10,10,1,1,2,2,0,0,2.1875,2.1875,35,35,32,31
E0,2019-04-24,Wolves,Arsenal,3,1,H,3,0,H,S Attwell,11,11,3,1,12,9,5,5,2,3,0,0,1.6470588235294117,1.375,28,22,24,27
E0,2019-04-26,Liverpool,Huddersfield,5,0,H,3,0,H,K Friend,21,5,7,1,5,14,4,4,0,0,0,0,2.764705882352941,0.3529411764705882,47,6,48,11
E0,2019-04-27,Brighton,Newcastle,1,1,D,0,1,A,M Dean,9,9,2,1,7,10,7,4,2,3,0,0,1.2941176470588236,0.9411764705882352,22,16,17,13
E0,2019-04-27,Crystal Palace,Everton,0,0,D,0,0,D,L Mason,8,22,0,3,9,15,5,10,2,0,0,0,0.9411764705882352,1.0588235294117647,16,18,14,22
E0,2019-04-27,Fulham,Cardiff,1,0,H,0,0,D,C Kavanagh,8,13,2,8,10,8,10,3,0,0,0,0,1.0588235294117647,0.6470588235294118,18,11,21,11
E0,2019-04-27,Southampton,Bournemouth,3,3,D,1,2,A,G Scott,22,9,7,5,8,9,9,3,2,1,0,0,1.2352941176470589,0.8823529411764706,21,15,23,20
E0,2019-04-27,Tottenham,West Ham,0,1,A,0,0,D,A Taylor,14,16,4,7,3,8,2,7,0,2,0,0,2.176470588235294,0.8823529411764706,37,15,32,15
E0,2019-04-27,Watford,Wolves,1,2,A,0,1,A,S Hooper,10,11,1,4,10,11,4,5,3,2,0,0,1.588235294117647,1.1764705882352942,27,20,24,17
E0,2019-04-28,Burnley,Man City,0,1,A,0,0,D,P Tierney,2,25,0,7,5,7,0,6,1,1,0,0,1.3529411764705883,2.235294117647059,23,38,23,33
E0,2019-04-28,Leicester,Arsenal,3,0,H,0,0,D,M Oliver,24,6,12,1,13,13,8,6,3,1,0,1,1.3529411764705883,1.2941176470588236,23,22,21,28
E0,2019-04-28,Man United,Chelsea,1,1,D,1,1,D,M Atkinson,7,16,5,3,9,14,6,6,3,2,0,0,2.0588235294117645,1.6470588235294117,35,28,32,23
E0,2019-05-03,Everton,Burnley,2,0,H,2,0,H,C Kavanagh,20,5,6,1,8,9,8,1,0,2,0,0,1.7222222222222223,0.9444444444444444,31,17,28,21
E0,2019-05-04,West Ham,Southampton,3,0,H,1,0,H,S Attwell,17,11,6,1,2,11,2,7,1,1,0,0,1.5555555555555556,0.8888888888888888,28,16,29,18
E0,2019-05-04,Wolves,Fulham,1,0,H,0,0,D,J Moss,19,6,6,2,10,15,7,1,1,3,0,0,1.7222222222222223,0.2777777777777778,31,5,27,12
E0,2019-05-04,Bournemouth,Tottenham,1,0,H,0,0,D,C Pawson,20,11,6,5,11,12,10,6,1,5,0,2,1.4444444444444444,1.8333333333333333,26,33,29,33
E0,2019-05-04,Cardiff,Crystal Palace,2,3,A,1,2,A,M Oliver,18,21,8,7,14,11,10,5,0,0,0,0,1.1111111111111112,1.4444444444444444,20,26,19,29
E0,2019-05-04,Newcastle,Liverpool,2,3,A,1,2,A,A Marriner,14,11,7,4,10,4,2,3,1,1,0,0,1.3888888888888888,2.2777777777777777,25,41,22,31
E0,2019-05-05,Huddersfield,Man United,1,1,D,0,1,A,L Mason,7,23,3,7,10,10,3,7,1,1,0,0,0.4444444444444444,1.6111111111111112,8,29,9,31
E0,2019-05-05,Arsenal,Brighton,1,1,D,1,0,H,A Taylor,20,11,8,5,9,14,16,3,5,2,0,0,2.4444444444444446,0.6666666666666666,44,12,41,15
E0,2019-05-05,Chelsea,Watford,3,0,H,0,0,D,P Tierney,19,15,9,3,6,12,6,6,0,1,0,0,2.1666666666666665,1.2777777777777777,39,23,36,26
E0,2019-05-06,Man City,Leicester,1,0,H,0,0,D,M Dean,19,7,5,2,12,5,11,0,3,2,0,0,2.833333333333333,1.3888888888888888,51,25,56,27
